
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_15.00_4.300
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
15.0 0.0 0.0 4.300000000000001 10.542  k_5_23_0
15.0 0.0 0.03 4.300000000000001 10.542  k_5_23_1
15.0 0.0 0.06 4.300000000000001 10.542  k_5_23_2
15.0 0.0 0.09 4.300000000000001 10.542  k_5_23_3
15.0 0.0 0.12 4.300000000000001 10.542  k_5_23_4
15.0 0.0 0.15 4.300000000000001 10.542  k_5_23_5
15.0 0.0 0.18 4.300000000000001 10.542  k_5_23_6
15.0 0.0 0.21 4.300000000000001 10.542  k_5_23_7
15.0 0.0 0.24 4.300000000000001 10.542  k_5_23_8
15.0 0.0 0.27 4.300000000000001 10.542  k_5_23_9
15.0 0.0 0.3 4.300000000000001 10.542  k_5_23_10
15.0 0.0 0.32999999999999996 4.300000000000001 10.542  k_5_23_11
15.0 0.0 0.36 4.300000000000001 10.542  k_5_23_12
15.0 0.0 0.39 4.300000000000001 10.542  k_5_23_13
15.0 0.0 0.42 4.300000000000001 10.542  k_5_23_14
15.0 0.0 0.44999999999999996 4.300000000000001 10.542  k_5_23_15
15.0 0.0 0.48 4.300000000000001 10.542  k_5_23_16
15.0 0.0 0.51 4.300000000000001 10.542  k_5_23_17
15.0 0.0 0.54 4.300000000000001 10.542  k_5_23_18
15.0 0.0 0.57 4.300000000000001 10.542  k_5_23_19
15.0 0.0 0.6 4.300000000000001 10.542  k_5_23_20
15.0 0.0 0.63 4.300000000000001 10.542  k_5_23_21
15.0 0.0 0.6599999999999999 4.300000000000001 10.542  k_5_23_22
15.0 0.0 0.69 4.300000000000001 10.542  k_5_23_23
15.0 0.0 0.72 4.300000000000001 10.542  k_5_23_24
15.0 0.0 0.75 4.300000000000001 10.542  k_5_23_25
15.0 0.0 0.78 4.300000000000001 10.542  k_5_23_26
15.0 0.0 0.8099999999999999 4.300000000000001 10.542  k_5_23_27
15.0 0.0 0.84 4.300000000000001 10.542  k_5_23_28
15.0 0.0 0.87 4.300000000000001 10.542  k_5_23_29
15.0 0.0 0.8999999999999999 4.300000000000001 10.542  k_5_23_30
15.0 0.0 0.9299999999999999 4.300000000000001 10.542  k_5_23_31
15.0 0.0 0.96 4.300000000000001 10.542  k_5_23_32
15.0 0.0 0.99 4.300000000000001 10.542  k_5_23_33
15.0 0.0 1.02 4.300000000000001 10.542  k_5_23_34
15.0 0.0 1.05 4.300000000000001 10.542  k_5_23_35
