
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_90.00_2.900
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
90.0 0.0 0.0 2.9 10.542  k_30_9_0
90.0 0.0 0.03 2.9 10.542  k_30_9_1
90.0 0.0 0.06 2.9 10.542  k_30_9_2
90.0 0.0 0.09 2.9 10.542  k_30_9_3
90.0 0.0 0.12 2.9 10.542  k_30_9_4
90.0 0.0 0.15 2.9 10.542  k_30_9_5
90.0 0.0 0.18 2.9 10.542  k_30_9_6
90.0 0.0 0.21 2.9 10.542  k_30_9_7
90.0 0.0 0.24 2.9 10.542  k_30_9_8
90.0 0.0 0.27 2.9 10.542  k_30_9_9
90.0 0.0 0.3 2.9 10.542  k_30_9_10
90.0 0.0 0.32999999999999996 2.9 10.542  k_30_9_11
90.0 0.0 0.36 2.9 10.542  k_30_9_12
90.0 0.0 0.39 2.9 10.542  k_30_9_13
90.0 0.0 0.42 2.9 10.542  k_30_9_14
90.0 0.0 0.44999999999999996 2.9 10.542  k_30_9_15
90.0 0.0 0.48 2.9 10.542  k_30_9_16
90.0 0.0 0.51 2.9 10.542  k_30_9_17
90.0 0.0 0.54 2.9 10.542  k_30_9_18
90.0 0.0 0.57 2.9 10.542  k_30_9_19
90.0 0.0 0.6 2.9 10.542  k_30_9_20
90.0 0.0 0.63 2.9 10.542  k_30_9_21
90.0 0.0 0.6599999999999999 2.9 10.542  k_30_9_22
90.0 0.0 0.69 2.9 10.542  k_30_9_23
90.0 0.0 0.72 2.9 10.542  k_30_9_24
90.0 0.0 0.75 2.9 10.542  k_30_9_25
90.0 0.0 0.78 2.9 10.542  k_30_9_26
90.0 0.0 0.8099999999999999 2.9 10.542  k_30_9_27
90.0 0.0 0.84 2.9 10.542  k_30_9_28
90.0 0.0 0.87 2.9 10.542  k_30_9_29
90.0 0.0 0.8999999999999999 2.9 10.542  k_30_9_30
90.0 0.0 0.9299999999999999 2.9 10.542  k_30_9_31
90.0 0.0 0.96 2.9 10.542  k_30_9_32
90.0 0.0 0.99 2.9 10.542  k_30_9_33
90.0 0.0 1.02 2.9 10.542  k_30_9_34
90.0 0.0 1.05 2.9 10.542  k_30_9_35
90.0 0.0 1.08 2.9 10.542  k_30_9_36
90.0 0.0 1.1099999999999999 2.9 10.542  k_30_9_37
90.0 0.0 1.14 2.9 10.542  k_30_9_38
90.0 0.0 1.17 2.9 10.542  k_30_9_39
90.0 0.0 1.2 2.9 10.542  k_30_9_40
90.0 0.0 1.23 2.9 10.542  k_30_9_41
90.0 0.0 1.26 2.9 10.542  k_30_9_42
90.0 0.0 1.29 2.9 10.542  k_30_9_43
90.0 0.0 1.3199999999999998 2.9 10.542  k_30_9_44
90.0 0.0 1.3499999999999999 2.9 10.542  k_30_9_45
90.0 0.0 1.38 2.9 10.542  k_30_9_46
90.0 0.0 1.41 2.9 10.542  k_30_9_47
90.0 0.0 1.44 2.9 10.542  k_30_9_48
90.0 0.0 1.47 2.9 10.542  k_30_9_49
90.0 0.0 1.5 2.9 10.542  k_30_9_50
