
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_114.00_2.300
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
114.0 0.0 0.0 2.3 10.542  k_38_3_0
114.0 0.0 0.03 2.3 10.542  k_38_3_1
114.0 0.0 0.06 2.3 10.542  k_38_3_2
114.0 0.0 0.09 2.3 10.542  k_38_3_3
114.0 0.0 0.12 2.3 10.542  k_38_3_4
114.0 0.0 0.15 2.3 10.542  k_38_3_5
114.0 0.0 0.18 2.3 10.542  k_38_3_6
114.0 0.0 0.21 2.3 10.542  k_38_3_7
114.0 0.0 0.24 2.3 10.542  k_38_3_8
114.0 0.0 0.27 2.3 10.542  k_38_3_9
114.0 0.0 0.3 2.3 10.542  k_38_3_10
114.0 0.0 0.32999999999999996 2.3 10.542  k_38_3_11
114.0 0.0 0.36 2.3 10.542  k_38_3_12
114.0 0.0 0.39 2.3 10.542  k_38_3_13
114.0 0.0 0.42 2.3 10.542  k_38_3_14
114.0 0.0 0.44999999999999996 2.3 10.542  k_38_3_15
114.0 0.0 0.48 2.3 10.542  k_38_3_16
114.0 0.0 0.51 2.3 10.542  k_38_3_17
114.0 0.0 0.54 2.3 10.542  k_38_3_18
114.0 0.0 0.57 2.3 10.542  k_38_3_19
114.0 0.0 0.6 2.3 10.542  k_38_3_20
114.0 0.0 0.63 2.3 10.542  k_38_3_21
114.0 0.0 0.6599999999999999 2.3 10.542  k_38_3_22
114.0 0.0 0.69 2.3 10.542  k_38_3_23
114.0 0.0 0.72 2.3 10.542  k_38_3_24
114.0 0.0 0.75 2.3 10.542  k_38_3_25
114.0 0.0 0.78 2.3 10.542  k_38_3_26
114.0 0.0 0.8099999999999999 2.3 10.542  k_38_3_27
114.0 0.0 0.84 2.3 10.542  k_38_3_28
114.0 0.0 0.87 2.3 10.542  k_38_3_29
114.0 0.0 0.8999999999999999 2.3 10.542  k_38_3_30
114.0 0.0 0.9299999999999999 2.3 10.542  k_38_3_31
114.0 0.0 0.96 2.3 10.542  k_38_3_32
114.0 0.0 0.99 2.3 10.542  k_38_3_33
114.0 0.0 1.02 2.3 10.542  k_38_3_34
114.0 0.0 1.05 2.3 10.542  k_38_3_35
114.0 0.0 1.08 2.3 10.542  k_38_3_36
114.0 0.0 1.1099999999999999 2.3 10.542  k_38_3_37
114.0 0.0 1.14 2.3 10.542  k_38_3_38
114.0 0.0 1.17 2.3 10.542  k_38_3_39
114.0 0.0 1.2 2.3 10.542  k_38_3_40
114.0 0.0 1.23 2.3 10.542  k_38_3_41
114.0 0.0 1.26 2.3 10.542  k_38_3_42
114.0 0.0 1.29 2.3 10.542  k_38_3_43
114.0 0.0 1.3199999999999998 2.3 10.542  k_38_3_44
114.0 0.0 1.3499999999999999 2.3 10.542  k_38_3_45
114.0 0.0 1.38 2.3 10.542  k_38_3_46
114.0 0.0 1.41 2.3 10.542  k_38_3_47
114.0 0.0 1.44 2.3 10.542  k_38_3_48
114.0 0.0 1.47 2.3 10.542  k_38_3_49
114.0 0.0 1.5 2.3 10.542  k_38_3_50
