
# ----------------------------------------------------------------------
# control parameters for edpngo4_v1 calculation

# name of kinematics (no blanks)

# ----------------------------------------------------------------------
#\kinematics = ThQ_135.00_2.000
# ----------------------------------------------------------------------

# optional comments inserted into kinematics file for code (not important)

# \ comment1 = 2.0 < Q2 < 8.0

# \ comment2 = 0.0 < pr < 1.5

# ----------------------------------------------------------------------
# calculation control
# ---------------------------------------------------------------------- 


#   ktf: the knock-out nucleon is proton(1), neutron(-1)
#\   ktf  = 1  

#  noff: Off-Shell effects included (1) not included (0)
#\   noff = 1  

#  npv: only pole term in FSI (0), pole+PV (1)
#\   npv  = 1

#  npro: it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
#\   npro = 1  

#  icon: icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
#\   icon = 12


#  iv2:  - version of parameterization of CHEX amplitude -
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f          
#\   iv2 = 10  


#  iv1:  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
#\  iv1= 3    

#  isd:   - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both
#\  isd = 1   

#  iw:    - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
#\  iw = 3    

#  ipp:   - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#\  ipp = 0   

#  ics:  - 1 - SLAC, 2 Kelly, 3 - Bodek, BB Arrington for-factor paremeterizations
#\   ics = 1

#         crs  - cross section in nb/GeV/str^2

#----------------------------------------------------------------------
# kinematic settings
#----------------------------------------------------------------------

# theta_r: angle between recoil and q (degrees)
# phi_r: angle of the recoil plane and the electron scattering plane (degrees) 
# p_miss: missing momentum (GeV/c)
# Q2:  - 4-momemtum transfer squared (GeV/c)**2
# E_I: incident energy (GeV)
# ID: kinematics identification string (no blanks) 


#! theta_r[f,0]/ phi_r[f,1]/ p_miss[f,2]/ Q2[f,3]/ E_i[f,4]/  ID[s,5]/
135.0 0.0 0.0 2.0 10.542  k_45_0_0
135.0 0.0 0.03 2.0 10.542  k_45_0_1
135.0 0.0 0.06 2.0 10.542  k_45_0_2
135.0 0.0 0.09 2.0 10.542  k_45_0_3
135.0 0.0 0.12 2.0 10.542  k_45_0_4
135.0 0.0 0.15 2.0 10.542  k_45_0_5
135.0 0.0 0.18 2.0 10.542  k_45_0_6
135.0 0.0 0.21 2.0 10.542  k_45_0_7
135.0 0.0 0.24 2.0 10.542  k_45_0_8
135.0 0.0 0.27 2.0 10.542  k_45_0_9
135.0 0.0 0.3 2.0 10.542  k_45_0_10
135.0 0.0 0.32999999999999996 2.0 10.542  k_45_0_11
135.0 0.0 0.36 2.0 10.542  k_45_0_12
135.0 0.0 0.39 2.0 10.542  k_45_0_13
135.0 0.0 0.42 2.0 10.542  k_45_0_14
135.0 0.0 0.44999999999999996 2.0 10.542  k_45_0_15
135.0 0.0 0.48 2.0 10.542  k_45_0_16
135.0 0.0 0.51 2.0 10.542  k_45_0_17
135.0 0.0 0.54 2.0 10.542  k_45_0_18
135.0 0.0 0.57 2.0 10.542  k_45_0_19
135.0 0.0 0.6 2.0 10.542  k_45_0_20
135.0 0.0 0.63 2.0 10.542  k_45_0_21
135.0 0.0 0.6599999999999999 2.0 10.542  k_45_0_22
135.0 0.0 0.69 2.0 10.542  k_45_0_23
135.0 0.0 0.72 2.0 10.542  k_45_0_24
135.0 0.0 0.75 2.0 10.542  k_45_0_25
135.0 0.0 0.78 2.0 10.542  k_45_0_26
135.0 0.0 0.8099999999999999 2.0 10.542  k_45_0_27
135.0 0.0 0.84 2.0 10.542  k_45_0_28
135.0 0.0 0.87 2.0 10.542  k_45_0_29
135.0 0.0 0.8999999999999999 2.0 10.542  k_45_0_30
135.0 0.0 0.9299999999999999 2.0 10.542  k_45_0_31
135.0 0.0 0.96 2.0 10.542  k_45_0_32
135.0 0.0 0.99 2.0 10.542  k_45_0_33
135.0 0.0 1.02 2.0 10.542  k_45_0_34
135.0 0.0 1.05 2.0 10.542  k_45_0_35
135.0 0.0 1.08 2.0 10.542  k_45_0_36
135.0 0.0 1.1099999999999999 2.0 10.542  k_45_0_37
135.0 0.0 1.14 2.0 10.542  k_45_0_38
135.0 0.0 1.17 2.0 10.542  k_45_0_39
135.0 0.0 1.2 2.0 10.542  k_45_0_40
135.0 0.0 1.23 2.0 10.542  k_45_0_41
135.0 0.0 1.26 2.0 10.542  k_45_0_42
135.0 0.0 1.29 2.0 10.542  k_45_0_43
135.0 0.0 1.3199999999999998 2.0 10.542  k_45_0_44
135.0 0.0 1.3499999999999999 2.0 10.542  k_45_0_45
135.0 0.0 1.38 2.0 10.542  k_45_0_46
135.0 0.0 1.41 2.0 10.542  k_45_0_47
135.0 0.0 1.44 2.0 10.542  k_45_0_48
135.0 0.0 1.47 2.0 10.542  k_45_0_49
135.0 0.0 1.5 2.0 10.542  k_45_0_50
